Id,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,GrLivArea,FullBath,BedroomAbvGr,GarageCars,PoolArea,MiscVal,LotArea,SaleCondition,Alley,SalePrice
706,Somerst,1Fam,2Story,9,3,1943,982.0,1688,1,3,2.0,766.0,,10970.0,Normal,Grvl,362821
28,NridgHt,1Fam,1Story,9,7,2005,1293.0,2117,1,4,1.0,0.0,0.0,9777.0,Normal,,396067
1114,Mitchel,1Fam,1Story,4,3,2021,1586.0,1497,2,3,2.0,430.0,0.0,10382.0,Normal,,330751
1165,OldTown,1Fam,1Story,8,4,2020,1011.0,1685,1,2,1.0,0.0,0.0,13511.0,Normal,,340132
1035,Mitchel,1Fam,1Story,8,6,1981,1305.0,1333,2,3,2.0,0.0,0.0,6363.0,Normal,,356005
639,Somerst,1Fam,1.5Fin,6,3,2014,1381.0,1004,1,2,1.0,0.0,0.0,4251.0,Partial,,285474
775,OldTown,1Fam,2Story,5,4,1989,907.0,1065,1,4,3.0,0.0,0.0,11057.0,Normal,,257835
1334,NorthAmes,1Fam,1.5Fin,9,5,1905,735.0,1390,3,3,2.0,0.0,0.0,17074.0,Normal,,317205
625,NWAmes,Duplex,1Story,7,8,1919,1319.0,1508,2,4,2.0,0.0,0.0,17972.0,Normal,,294470
1261,NorthAmes,1Fam,1Story,7,1,1958,673.0,1751,1,3,2.0,0.0,0.0,10712.0,Normal,,304408
257,NWAmes,TwnhsE,1Story,7,9,2015,922.0,1445,2,4,2.0,0.0,0.0,15267.0,Normal,,288762
26,NridgHt,1Fam,SLvl,6,1,2020,808.0,1935,2,3,3.0,0.0,0.0,8565.0,Normal,,357554
337,NridgHt,1Fam,1Story,4,4,2018,1385.0,1042,2,5,1.0,0.0,0.0,5362.0,Normal,,257800
573,NWAmes,1Fam,1Story,5,4,1947,994.0,1535,1,4,1.0,0.0,0.0,9542.0,Normal,,287469
48,Edwards,1Fam,2Story,7,10,1937,1040.0,1620,2,5,3.0,0.0,0.0,13746.0,Partial,,333615
107,Sawyer,1Fam,2Story,8,9,1918,966.0,1549,2,3,0.0,0.0,0.0,20808.0,Normal,,337987
350,OldTown,TwnhsE,1Story,5,8,1907,1216.0,1670,1,5,3.0,0.0,0.0,7282.0,Partial,,334641
56,Edwards,1Fam,1Story,9,10,1913,688.0,1646,2,3,1.0,0.0,0.0,12908.0,Family,,344827
1327,NorthAmes,1Fam,2Story,4,3,1950,1159.0,1998,1,3,2.0,0.0,0.0,5066.0,Normal,,271581
214,OldTown,1Fam,2Story,10,10,1942,623.0,1838,2,3,2.0,0.0,0.0,11222.0,Normal,,384746
121,Mitchel,1Fam,1Story,4,4,1949,1081.0,1545,2,5,2.0,0.0,0.0,12034.0,Normal,,269983
899,Gilbert,Duplex,1.5Fin,6,3,2015,1192.0,1582,2,3,2.0,0.0,0.0,14812.0,Partial,,311243
758,Sawyer,1Fam,1Story,9,9,1912,,1331,2,4,1.0,0.0,0.0,8887.0,Abnorml,,334395
73,CollgCr,1Fam,2Story,3,7,1957,1482.0,1617,1,5,2.0,0.0,0.0,7959.0,Normal,,281862
1466,OldTown,1Fam,1.5Fin,4,8,1941,1275.0,1396,1,5,4.0,0.0,0.0,10875.0,Abnorml,,272879
1385,Mitchel,1Fam,1Story,6,1,1934,1370.0,500,1,3,3.0,748.0,0.0,11743.0,Normal,,220053
46,OldTown,1Fam,2Story,7,10,1912,,1687,1,5,4.0,0.0,0.0,5653.0,Normal,,324676
1343,Mitchel,TwnhsE,2Story,4,4,1939,,2090,1,3,1.0,0.0,0.0,10081.0,Abnorml,,292784
524,NridgHt,TwnhsE,SLvl,7,2,1948,576.0,976,2,4,2.0,400.0,0.0,10778.0,Normal,,261817
1471,NorthAmes,1Fam,1Story,8,1,2004,1433.0,735,2,4,3.0,0.0,0.0,14739.0,Family,,306708
817,Sawyer,Twnhs,2Story,7,6,1951,929.0,1835,1,4,2.0,0.0,0.0,9260.0,Normal,,330081
893,Mitchel,1Fam,1Story,7,6,2005,1143.0,901,3,4,1.0,0.0,0.0,13812.0,Normal,Pave,246095
821,NWAmes,TwnhsE,1Story,6,10,1906,901.0,1675,2,4,2.0,0.0,0.0,6256.0,Normal,Grvl,313065
534,Somerst,1Fam,2Story,9,3,1995,1308.0,1702,2,3,3.0,,0.0,4422.0,Normal,,420962
1160,Sawyer,1Fam,1Story,5,1,2009,786.0,1721,2,3,3.0,0.0,0.0,6888.0,Partial,,316076
604,Edwards,1Fam,2Story,8,1,1913,,1950,1,3,2.0,0.0,,15959.0,Normal,,345910
466,NWAmes,2fmCon,SFoyer,7,10,1909,1315.0,1535,1,3,2.0,0.0,0.0,7255.0,Abnorml,,297714
1112,Gilbert,1Fam,1Story,7,1,1907,1302.0,1044,3,3,2.0,,0.0,9033.0,Normal,,286458
1306,Somerst,1Fam,1Story,10,5,1922,986.0,789,0,3,2.0,0.0,0.0,5170.0,Normal,,326514
803,OldTown,TwnhsE,1Story,5,8,1918,1420.0,1346,3,3,3.0,0.0,0.0,8502.0,Normal,,269144
1048,NorthAmes,1Fam,2Story,8,7,1981,1139.0,1274,2,4,2.0,0.0,0.0,3684.0,Normal,,330759
61,NWAmes,Twnhs,SFoyer,8,8,1953,1287.0,1491,1,3,2.0,,0.0,6376.0,Alloca,,332783
916,NorthAmes,2fmCon,2Story,5,6,2011,1157.0,1608,1,2,1.0,0.0,0.0,9316.0,Normal,,316203
93,NorthAmes,Duplex,2Story,6,3,1977,,1674,2,4,1.0,0.0,0.0,5704.0,Normal,,324103
667,CollgCr,1Fam,SLvl,7,3,1986,657.0,1175,1,3,2.0,0.0,888.0,7133.0,Normal,,300401
728,NWAmes,1Fam,SLvl,7,4,1980,592.0,1259,2,5,3.0,0.0,0.0,9641.0,Normal,,297004
195,Sawyer,TwnhsE,1Story,5,7,1931,866.0,1550,1,3,1.0,0.0,0.0,8836.0,Partial,,274981
281,Somerst,1Fam,1Story,9,8,1947,648.0,937,1,3,3.0,0.0,0.0,8576.0,Normal,,309583
696,NorthAmes,Duplex,2Story,8,7,1921,1043.0,1235,1,3,1.0,0.0,0.0,6941.0,Normal,,287417
360,Mitchel,1Fam,1Story,7,8,2000,844.0,1604,2,1,1.0,0.0,4356.0,5358.0,Normal,,331204
520,NorthAmes,Twnhs,2Story,5,7,1926,1413.0,1004,2,3,2.0,0.0,0.0,11798.0,Normal,Grvl,283181
840,NWAmes,1Fam,1Story,5,8,2020,481.0,1235,1,2,3.0,0.0,0.0,7280.0,Normal,,262500
794,Somerst,Duplex,1Story,6,9,1977,1011.0,1176,3,3,1.0,0.0,0.0,4279.0,Partial,,297887
183,Somerst,2fmCon,2Story,6,3,1922,1050.0,1138,1,3,1.0,724.0,,4743.0,Normal,,241827
1142,NridgHt,1Fam,1Story,4,5,2012,1240.0,1412,2,4,3.0,0.0,0.0,,Normal,,276978
111,Sawyer,1Fam,1Story,7,10,1931,,1383,1,6,1.0,,0.0,3104.0,Normal,,257739
43,NorthAmes,Duplex,2Story,8,4,1916,1087.0,2164,1,5,1.0,0.0,0.0,7647.0,Normal,,348168
945,Somerst,TwnhsE,1Story,7,2,1949,1151.0,1298,3,5,4.0,0.0,0.0,20400.0,Normal,,298981
205,Somerst,Duplex,1.5Fin,7,3,1983,394.0,1663,1,5,3.0,0.0,0.0,4069.0,Normal,,326397
1075,NWAmes,TwnhsE,1Story,5,8,1908,1367.0,2548,2,4,4.0,0.0,0.0,13334.0,Normal,,368491
53,CollgCr,1Fam,SLvl,4,4,1905,428.0,1148,3,4,2.0,0.0,0.0,5776.0,Normal,Pave,205379
546,Mitchel,1Fam,1.5Fin,6,5,1936,1282.0,1948,0,3,2.0,0.0,0.0,5440.0,Normal,,346708
1023,NWAmes,Twnhs,SLvl,5,4,2016,1274.0,1646,1,5,0.0,0.0,0.0,8005.0,Normal,,314493
925,CollgCr,1Fam,SLvl,5,6,1959,1147.0,887,1,3,3.0,0.0,0.0,14728.0,Normal,,259747
1024,OldTown,1Fam,SFoyer,5,3,1914,377.0,1374,1,2,2.0,0.0,0.0,23650.0,Normal,,229652
778,CollgCr,Twnhs,2Story,6,10,1925,165.0,1040,2,2,2.0,0.0,0.0,7159.0,Normal,,217347
184,NWAmes,Duplex,1Story,10,1,1968,1305.0,1629,1,3,3.0,0.0,0.0,10313.0,Normal,,425742
138,OldTown,TwnhsE,SLvl,6,5,1991,639.0,1669,2,3,3.0,0.0,0.0,6897.0,Normal,,325801
1002,NWAmes,1Fam,SFoyer,6,8,2000,316.0,1887,2,3,2.0,0.0,0.0,12865.0,Normal,,307830
81,NWAmes,Duplex,1.5Fin,5,7,1989,1924.0,1580,1,1,1.0,0.0,0.0,7260.0,Normal,,333760
1273,Somerst,1Fam,1Story,4,10,1939,,1429,1,4,2.0,0.0,0.0,4693.0,Normal,,250592
106,Edwards,1Fam,2Story,5,3,1934,1046.0,1118,1,3,4.0,0.0,0.0,9917.0,Normal,,287552
542,Somerst,1Fam,2Story,5,3,2004,1118.0,1336,2,3,2.0,0.0,0.0,4606.0,Normal,,295912
1092,CollgCr,1Fam,SFoyer,8,6,1970,271.0,1317,3,4,2.0,0.0,0.0,7953.0,Normal,,293461
481,CollgCr,1Fam,1Story,7,8,1900,755.0,1111,2,2,3.0,0.0,0.0,,Normal,,287415
166,Edwards,TwnhsE,1Story,10,5,2005,1239.0,1490,1,2,2.0,0.0,0.0,9960.0,Family,Pave,384937
249,Gilbert,Twnhs,2Story,7,9,2004,500.0,1575,1,3,4.0,0.0,0.0,19589.0,Partial,,344411
308,Edwards,1Fam,1.5Fin,9,1,1998,784.0,1703,3,3,2.0,0.0,0.0,6028.0,Normal,,359367
447,Edwards,1Fam,1Story,9,6,1994,807.0,1650,1,5,1.0,0.0,0.0,9733.0,Normal,,374892
652,NorthAmes,1Fam,SLvl,7,2,1970,1154.0,2164,1,3,3.0,0.0,0.0,14232.0,Normal,,395453
335,Mitchel,1Fam,2Story,7,7,1962,566.0,1255,2,1,3.0,0.0,0.0,13194.0,Normal,,319353
98,NWAmes,1Fam,2Story,9,2,1914,730.0,2322,2,3,2.0,0.0,0.0,9232.0,Normal,,380514
1192,Edwards,1Fam,2Story,9,1,1995,1013.0,1402,1,3,2.0,0.0,0.0,,Normal,,333887
738,Edwards,TwnhsE,SFoyer,6,4,1902,1161.0,1118,1,6,1.0,0.0,0.0,13244.0,Normal,,254561
907,NWAmes,1Fam,1Story,7,7,1921,1063.0,980,1,4,3.0,0.0,0.0,4105.0,Normal,,262394
865,NridgHt,1Fam,1.5Fin,4,7,2010,1654.0,1248,1,3,2.0,0.0,0.0,5964.0,Family,,268946
1356,Sawyer,1Fam,SLvl,10,6,1940,1488.0,1294,2,4,2.0,0.0,0.0,2218.0,Normal,,358588
103,CollgCr,2fmCon,SLvl,5,3,2007,1542.0,1241,1,3,2.0,0.0,0.0,6827.0,Partial,,271590
435,Edwards,Twnhs,1Story,7,3,1974,368.0,2557,2,4,3.0,0.0,0.0,17174.0,Normal,Grvl,382609
75,Mitchel,1Fam,2Story,6,5,1922,872.0,1686,1,3,1.0,0.0,,2186.0,Normal,,291585
1473,NridgHt,Twnhs,1Story,6,3,1966,839.0,952,1,5,3.0,0.0,0.0,7577.0,Normal,,254107
906,Sawyer,1Fam,2Story,8,2,1906,933.0,2036,2,5,3.0,0.0,0.0,8293.0,Normal,,365741
1389,NorthAmes,1Fam,1.5Fin,9,9,1924,1604.0,1345,2,2,3.0,0.0,0.0,8233.0,Abnorml,,368199
303,Sawyer,Twnhs,SLvl,5,2,1974,1039.0,1216,1,3,2.0,,0.0,11773.0,Normal,,278939
1322,Mitchel,1Fam,2Story,7,1,1981,,1838,1,3,2.0,0.0,0.0,10560.0,Normal,,356470
1291,NWAmes,2fmCon,1Story,8,2,1985,1064.0,1738,1,6,1.0,0.0,0.0,9840.0,Partial,,337596
1250,Sawyer,TwnhsE,1.5Fin,3,7,1985,982.0,1418,1,3,2.0,0.0,0.0,3722.0,Normal,,243913
763,Mitchel,1Fam,1Story,8,2,1991,401.0,1994,2,3,,0.0,0.0,29145.0,Normal,,374302
734,NridgHt,Twnhs,2Story,7,10,1928,1500.0,1857,1,3,1.0,0.0,0.0,3458.0,Normal,,364214
389,Edwards,1Fam,1Story,10,3,1969,913.0,1310,1,4,2.0,0.0,0.0,13032.0,Normal,,374559
236,Somerst,1Fam,2Story,6,10,1976,543.0,853,1,5,2.0,569.0,0.0,11125.0,Normal,,223418
1273,Somerst,1Fam,1Story,4,10,1939,,1429,1,4,2.0,0.0,0.0,4693.0,Normal,,250592
268,Gilbert,1Fam,SLvl,6,5,1973,1174.0,1429,0,4,1.0,0.0,0.0,3963.0,Normal,,283291
306,OldTown,1Fam,2Story,5,1,2014,,866,2,3,2.0,0.0,0.0,8592.0,Alloca,,270223
1229,Mitchel,1Fam,1Story,6,6,2013,1098.0,1203,2,3,3.0,508.0,0.0,13120.0,Normal,,321230
118,OldTown,1Fam,2Story,9,7,1916,1258.0,1199,1,3,1.0,0.0,,4517.0,Normal,,301153
1238,NWAmes,1Fam,1Story,3,1,1925,1197.0,1636,2,3,4.0,0.0,0.0,6143.0,Normal,,266308
674,CollgCr,1Fam,SFoyer,10,4,2016,879.0,1560,1,4,2.0,0.0,0.0,6729.0,Normal,,370303
250,NridgHt,1Fam,1.5Fin,4,8,1972,1137.0,1900,2,3,2.0,0.0,0.0,9921.0,Abnorml,,301945
1113,OldTown,Duplex,2Story,5,6,2018,833.0,1419,2,2,2.0,0.0,0.0,12519.0,Normal,,274583
1097,NWAmes,1Fam,1Story,10,9,1982,1256.0,1257,2,3,1.0,0.0,0.0,8428.0,Normal,,340165
72,Sawyer,TwnhsE,1Story,4,1,1985,698.0,998,1,4,3.0,0.0,0.0,17483.0,Normal,,265229
95,NorthAmes,1Fam,1.5Fin,8,10,1906,1064.0,554,1,2,1.0,0.0,0.0,6660.0,Normal,,229786
953,OldTown,TwnhsE,1.5Fin,7,4,1917,726.0,1473,2,2,2.0,0.0,0.0,4333.0,Normal,,266323
34,NorthAmes,1Fam,SFoyer,3,8,1921,,1440,2,3,2.0,0.0,0.0,4774.0,Normal,,227407
1121,OldTown,Twnhs,2Story,10,5,1944,692.0,1781,2,3,3.0,0.0,0.0,14083.0,Normal,,352331
449,CollgCr,1Fam,1.5Fin,5,9,1967,714.0,1950,0,4,0.0,0.0,0.0,6267.0,Normal,,292692
446,Edwards,2fmCon,1Story,7,7,2005,1048.0,1352,3,3,1.0,0.0,0.0,11325.0,Alloca,,310508
772,Somerst,1Fam,2Story,7,8,2015,937.0,1305,1,3,1.0,,0.0,6116.0,Normal,,305947
717,NorthAmes,1Fam,1Story,8,5,1989,1182.0,1325,2,2,2.0,0.0,0.0,8579.0,Partial,,315169
917,NridgHt,1Fam,2Story,6,3,1949,752.0,1720,1,3,3.0,0.0,0.0,10981.0,Normal,,277632
1304,NorthAmes,1Fam,2Story,7,2,1942,1478.0,1098,1,4,1.0,0.0,0.0,5553.0,Normal,,283646
931,Sawyer,1Fam,1Story,5,8,2017,699.0,1725,1,2,2.0,0.0,712.0,6138.0,Normal,Grvl,259266
1470,Somerst,1Fam,1Story,6,9,1994,830.0,1608,0,3,2.0,0.0,,10120.0,Normal,,302561
78,NWAmes,1Fam,1Story,4,6,1925,1525.0,1965,1,3,0.0,0.0,0.0,6977.0,Normal,,297662
85,Edwards,1Fam,1Story,6,8,1958,872.0,1671,2,6,2.0,0.0,0.0,5408.0,Normal,,290540
863,CollgCr,1Fam,2Story,6,2,1927,777.0,891,1,4,3.0,0.0,0.0,17566.0,Normal,,251153
83,NorthAmes,Twnhs,2Story,6,8,1905,1017.0,1093,2,4,1.0,0.0,0.0,16965.0,Normal,,240279
458,Mitchel,1Fam,1Story,6,5,1930,885.0,2755,3,4,2.0,0.0,0.0,4828.0,Normal,,376660
949,Edwards,1Fam,1Story,7,5,1926,1007.0,1186,1,3,0.0,0.0,0.0,7920.0,Normal,,289765
677,NorthAmes,1Fam,1Story,9,4,1916,809.0,856,2,3,0.0,0.0,0.0,4650.0,Normal,,266943
1282,Gilbert,1Fam,SFoyer,7,4,2011,1858.0,1240,2,4,3.0,0.0,0.0,7508.0,Normal,Grvl,344014
1095,Gilbert,1Fam,2Story,7,7,2010,519.0,1839,1,5,2.0,0.0,0.0,11688.0,Normal,,335489
437,Somerst,1Fam,1Story,5,2,1921,1127.0,1601,2,3,2.0,0.0,0.0,18293.0,Normal,,308816
771,Edwards,TwnhsE,2Story,6,7,1971,822.0,1639,2,3,2.0,0.0,0.0,11543.0,Alloca,,312917
645,NridgHt,1Fam,1.5Fin,4,4,1911,1127.0,1410,1,1,3.0,0.0,0.0,7166.0,Normal,,268556
1459,CollgCr,1Fam,SFoyer,7,4,1978,729.0,1954,2,3,,0.0,0.0,15442.0,Partial,,328348
1141,NorthAmes,1Fam,1Story,4,4,1923,705.0,2223,2,2,3.0,0.0,0.0,,Normal,Grvl,315162
1372,OldTown,1Fam,1Story,8,7,1902,1496.0,1683,2,3,1.0,0.0,0.0,19069.0,Abnorml,,327961
405,CollgCr,1Fam,SLvl,7,7,1912,819.0,1457,2,5,2.0,0.0,0.0,6470.0,AdjLand,Grvl,317830
1332,NorthAmes,1Fam,1.5Fin,4,8,1983,659.0,1130,2,3,2.0,0.0,0.0,14903.0,Abnorml,,244968
964,Mitchel,2fmCon,SLvl,7,9,1916,1337.0,1004,2,2,2.0,0.0,0.0,11550.0,Normal,,293652
1062,CollgCr,1Fam,2Story,3,7,1984,726.0,1534,2,3,1.0,,0.0,1950.0,AdjLand,,226813
105,Gilbert,Twnhs,1Story,9,8,1980,1427.0,1306,1,3,1.0,0.0,0.0,7475.0,Abnorml,,339348
610,CollgCr,Duplex,1.5Fin,6,3,1969,908.0,1741,3,4,2.0,0.0,0.0,17120.0,Normal,,318574
860,OldTown,1Fam,1Story,8,2,1944,380.0,1663,2,2,3.0,0.0,0.0,11119.0,Normal,,314270
689,NorthAmes,1Fam,1Story,5,7,1934,,1328,2,3,4.0,0.0,0.0,11562.0,Normal,,265157
979,NorthAmes,1Fam,1Story,4,7,1911,1033.0,964,2,3,3.0,0.0,0.0,3670.0,Normal,,208793
827,NWAmes,1Fam,2Story,6,10,1911,697.0,1063,2,3,2.0,0.0,0.0,17850.0,Normal,,255279
1377,NridgHt,1Fam,2Story,3,6,1923,1458.0,1125,2,2,3.0,0.0,3155.0,5799.0,Normal,,236247
63,Edwards,1Fam,2Story,9,10,1912,1333.0,530,1,3,2.0,0.0,0.0,4660.0,Partial,Pave,298633
282,NWAmes,1Fam,2Story,9,4,1997,884.0,1466,1,4,2.0,0.0,0.0,,Partial,,363177
779,NridgHt,1Fam,1Story,4,2,1922,1121.0,1766,3,3,2.0,0.0,0.0,7807.0,Normal,,276506
1034,Gilbert,TwnhsE,2Story,7,5,1942,1011.0,1132,1,4,3.0,0.0,0.0,11199.0,Normal,Grvl,299856
239,NridgHt,Twnhs,2Story,9,8,1902,1004.0,1880,1,1,2.0,0.0,0.0,5820.0,Family,,376586
224,Gilbert,2fmCon,1Story,3,7,1931,615.0,1746,2,3,2.0,0.0,0.0,3617.0,Normal,,220205
146,CollgCr,1Fam,SLvl,6,1,2008,1073.0,1671,2,4,2.0,0.0,0.0,11979.0,Normal,,319459
1428,Mitchel,1Fam,1Story,10,6,1930,1582.0,1585,1,2,3.0,0.0,0.0,4667.0,Normal,,371925
374,Edwards,1Fam,2Story,3,4,1946,636.0,1811,2,4,4.0,0.0,0.0,13090.0,Normal,,257474
1362,NWAmes,1Fam,2Story,5,4,1905,1423.0,1693,1,6,1.0,,0.0,10825.0,Normal,,308924
119,Mitchel,1Fam,1Story,6,9,1970,599.0,1329,1,3,2.0,0.0,0.0,14348.0,Normal,,279556
1150,NridgHt,1Fam,2Story,4,5,1971,1218.0,1860,1,4,,0.0,0.0,5305.0,Normal,,293367
251,Somerst,1Fam,1Story,5,9,1922,1290.0,500,2,2,2.0,0.0,0.0,4313.0,Alloca,,187372
1475,Somerst,TwnhsE,2Story,7,3,1962,627.0,1864,1,2,2.0,0.0,0.0,5472.0,Normal,,330422
1235,Edwards,1Fam,SFoyer,8,3,1934,548.0,2294,1,2,2.0,,0.0,5421.0,Normal,,361326
922,Gilbert,1Fam,1.5Fin,7,9,1900,483.0,1967,2,2,2.0,0.0,0.0,4850.0,Family,,315289
10,NorthAmes,1Fam,SFoyer,4,3,1955,1014.0,2091,1,3,2.0,0.0,0.0,10628.0,Normal,,301265
450,OldTown,1Fam,2Story,3,8,1918,1525.0,1479,2,3,3.0,0.0,0.0,4771.0,Normal,,257885
989,NWAmes,1Fam,2Story,7,3,1986,797.0,1510,0,3,0.0,0.0,0.0,7255.0,Normal,,285331
709,Gilbert,1Fam,1Story,10,7,1974,,1374,2,3,3.0,0.0,0.0,2861.0,Normal,,362910
256,OldTown,1Fam,1.5Fin,4,6,1946,129.0,2049,3,3,2.0,0.0,8901.0,6360.0,Normal,,255359
594,OldTown,1Fam,1Story,7,6,1983,537.0,1044,1,3,3.0,0.0,0.0,9574.0,Family,,263656
390,NWAmes,1Fam,2Story,7,1,1962,,1494,1,3,1.0,0.0,0.0,6072.0,Normal,,297440
988,Gilbert,1Fam,2Story,2,9,1989,1188.0,1481,1,5,2.0,0.0,0.0,12565.0,Normal,,244096
1227,Somerst,1Fam,2Story,6,2,2010,389.0,1904,3,4,,0.0,0.0,8282.0,Normal,,281734
558,Edwards,Duplex,2Story,6,8,1933,1287.0,1849,2,4,2.0,0.0,0.0,6527.0,Normal,,318895
1316,Edwards,1Fam,1Story,5,3,1956,,1825,1,4,2.0,0.0,0.0,4205.0,Normal,,286345
868,CollgCr,Duplex,1Story,5,4,1924,1152.0,817,1,4,3.0,0.0,0.0,9578.0,Normal,,249217
461,NWAmes,1Fam,2Story,8,7,1952,1176.0,1478,2,3,2.0,,,21641.0,Normal,,299494
724,NorthAmes,1Fam,2Story,2,3,1957,948.0,1427,2,5,1.0,0.0,0.0,11750.0,Normal,,230119
1411,Somerst,1Fam,2Story,7,6,1979,1153.0,1285,1,3,2.0,0.0,0.0,15742.0,Abnorml,,312981
145,Sawyer,TwnhsE,SLvl,5,4,1995,733.0,1075,3,3,1.0,0.0,0.0,9227.0,Normal,,235528
502,Edwards,1Fam,2Story,6,4,1970,1103.0,1442,3,3,2.0,0.0,0.0,21051.0,Normal,,323692
1119,Edwards,Twnhs,1Story,6,9,1984,1948.0,1682,2,3,1.0,0.0,0.0,8960.0,Normal,,328831
740,OldTown,1Fam,2Story,10,10,1934,971.0,1774,2,3,3.0,0.0,0.0,13456.0,Normal,Grvl,395975
1457,Gilbert,1Fam,1.5Fin,7,2,1904,842.0,1872,2,3,3.0,0.0,5408.0,11809.0,Normal,,347618
732,NorthAmes,TwnhsE,SFoyer,9,4,1969,898.0,1816,1,3,2.0,0.0,,4968.0,Normal,,384786
540,Edwards,1Fam,1.5Fin,6,4,1976,,792,2,3,2.0,0.0,0.0,6072.0,Normal,,259430
178,NWAmes,1Fam,SLvl,9,5,1938,,2108,2,3,2.0,0.0,0.0,16760.0,Normal,,388290
1477,Sawyer,TwnhsE,1Story,8,5,1908,630.0,2005,1,3,2.0,0.0,0.0,7627.0,Partial,,332041
698,NorthAmes,1Fam,1Story,5,3,1944,1271.0,1507,1,4,2.0,0.0,0.0,4334.0,Partial,,295688
971,NWAmes,1Fam,1Story,5,9,2004,871.0,1929,2,2,2.0,0.0,0.0,8639.0,Normal,,312477
1066,Edwards,1Fam,1Story,6,9,1994,467.0,1336,1,3,2.0,0.0,0.0,4629.0,Family,,271506
905,OldTown,1Fam,1.5Fin,6,10,2005,744.0,2169,3,4,3.0,0.0,0.0,8915.0,Normal,,376173
1301,CollgCr,1Fam,2Story,6,7,2014,971.0,1573,2,5,2.0,,0.0,5801.0,Normal,,304014
1035,Mitchel,1Fam,1Story,8,6,1981,1305.0,1333,2,3,2.0,0.0,0.0,6363.0,Normal,,356005
8,NorthAmes,Duplex,2Story,10,1,1957,,1882,2,4,2.0,0.0,0.0,11893.0,Normal,,372579
1387,Mitchel,1Fam,1Story,6,8,1900,1363.0,1289,2,4,2.0,0.0,0.0,15535.0,Normal,,273520
668,Gilbert,1Fam,1Story,7,9,2003,1629.0,996,2,3,4.0,0.0,0.0,17188.0,Normal,,326690
1203,Gilbert,2fmCon,1Story,7,5,1907,1110.0,2304,1,2,2.0,0.0,0.0,8614.0,Normal,,365758
358,Somerst,1Fam,1Story,6,4,1946,1029.0,1399,2,2,2.0,0.0,0.0,7014.0,Normal,Grvl,286427
784,OldTown,TwnhsE,1Story,5,4,1919,931.0,1107,1,3,3.0,0.0,0.0,10996.0,Normal,,215409
736,OldTown,1Fam,1Story,10,8,1950,1099.0,1792,1,4,,0.0,0.0,10262.0,Normal,,391643
330,OldTown,TwnhsE,2Story,5,9,1926,1299.0,1507,3,3,2.0,0.0,0.0,11094.0,Normal,,286411
1407,OldTown,Duplex,2Story,4,2,1941,912.0,1333,2,2,2.0,0.0,0.0,3980.0,Normal,,235430
1173,Sawyer,Duplex,1Story,5,3,1917,1240.0,1604,2,4,3.0,0.0,0.0,8536.0,Normal,,288861
1325,NorthAmes,1Fam,1Story,4,9,1946,840.0,1479,1,3,2.0,0.0,0.0,8368.0,Abnorml,,270900
259,NWAmes,1Fam,1Story,6,7,1929,779.0,2144,1,3,1.0,662.0,0.0,10116.0,Normal,,320265
910,Edwards,Twnhs,2Story,7,10,2012,1631.0,1040,2,4,2.0,0.0,,23899.0,Normal,Grvl,314535
1200,NorthAmes,2fmCon,1Story,4,3,2011,662.0,2031,1,3,1.0,0.0,0.0,16027.0,Normal,,283810
373,NorthAmes,Twnhs,1Story,6,3,1999,1972.0,1376,1,3,3.0,0.0,0.0,16740.0,Normal,,337310
1125,Edwards,1Fam,1.5Fin,7,3,1976,1035.0,1663,2,3,2.0,0.0,0.0,18337.0,Normal,,289075
1467,NWAmes,1Fam,1Story,7,6,2008,376.0,1641,2,3,1.0,0.0,0.0,18675.0,Normal,,303012
143,NorthAmes,Duplex,2Story,6,3,1989,959.0,1468,2,2,3.0,0.0,0.0,3627.0,Partial,,295479
526,NorthAmes,1Fam,1Story,6,9,1901,520.0,1573,2,3,3.0,0.0,0.0,3286.0,Normal,,268012
1161,Somerst,1Fam,SLvl,2,4,2011,815.0,1029,2,3,2.0,0.0,0.0,2322.0,Normal,,204903
233,OldTown,1Fam,SLvl,4,2,2011,1344.0,1492,2,3,2.0,0.0,0.0,8289.0,Normal,,289855
1272,NorthAmes,1Fam,SLvl,6,1,1998,485.0,1201,2,2,3.0,0.0,0.0,10988.0,Partial,,270976
1453,OldTown,TwnhsE,SLvl,7,3,2020,1013.0,1686,1,2,1.0,0.0,0.0,9139.0,Normal,Pave,328160
441,Edwards,1Fam,1Story,7,7,1943,1172.0,1623,1,2,4.0,0.0,0.0,9818.0,Normal,,342660
532,NWAmes,1Fam,SLvl,10,4,1927,1498.0,1110,1,4,2.0,0.0,0.0,3530.0,Normal,,353463
1228,Gilbert,1Fam,SLvl,3,9,1976,,2036,2,2,,0.0,5302.0,7528.0,Normal,,313326
227,CollgCr,Twnhs,1Story,8,2,1969,593.0,1285,1,4,2.0,0.0,0.0,8367.0,Normal,,321248
1053,Somerst,1Fam,SFoyer,8,10,1987,522.0,2248,2,4,2.0,0.0,0.0,10373.0,Alloca,,403197
229,Sawyer,1Fam,SFoyer,3,6,1921,860.0,1646,2,3,,0.0,,5666.0,Normal,,218179
1308,Gilbert,1Fam,1Story,6,3,1929,630.0,1166,2,3,2.0,0.0,0.0,8066.0,Normal,,272341
1326,NWAmes,1Fam,2Story,6,10,1939,1118.0,2181,1,4,2.0,0.0,,3017.0,Normal,,331329
